# Generated by LORRAX 0.1.0 at 2026-07-02 19:42:36 UTC
# Sigma frequency debug decomposition (per-(k, n) diagonals; all energies in eV).
# k               	n               	E_dft           	Edft-Ef         	kin_ion         	V_H             	x_bare          	x_head          	sex_0           	coh_0           	sex_head        	coh_head        	eqp0            	eqp1            

k-point 0:
               0	               0	      -65.372253	      -65.372253	      +29.046455	     +586.888068	      -40.027975	       -3.563713	      -16.189783	      -12.986790	       -1.601456	       -0.981128	     +546.729977	     +546.729977
               0	               1	      -65.372253	      -65.372253	      +29.046455	     +586.888068	      -40.027975	       -3.563713	      -16.189783	      -12.986790	       -1.601456	       -0.981128	     +546.729977	     +546.729977
               0	               2	      -41.997239	      -41.997239	      +51.436583	     +584.957101	      -33.999264	       -3.563713	      -13.282934	      -11.743385	       -1.601456	       -0.981128	     +577.368100	     +577.368100
               0	               3	      -41.997239	      -41.997239	      +51.436583	     +584.957101	      -33.999264	       -3.563713	      -13.282934	      -11.743385	       -1.601456	       -0.981128	     +577.368100	     +577.368100
               0	               4	      -39.497235	      -39.497235	      +48.363182	     +579.024136	      -33.328867	       -3.563713	      -12.988189	      -11.579347	       -1.601456	       -0.981128	     +569.490917	     +569.490917
               0	               5	      -39.497235	      -39.497235	      +48.363182	     +579.024136	      -33.328867	       -3.563713	      -12.988189	      -11.579347	       -1.601456	       -0.981128	     +569.490917	     +569.490917
               0	               6	      -39.272877	      -39.272877	      +49.569632	     +589.368974	      -33.403064	       -3.563713	      -13.010824	      -11.643710	       -1.601456	       -0.981128	     +580.881008	     +580.881008
               0	               7	      -39.272877	      -39.272877	      +49.569632	     +589.368974	      -33.403064	       -3.563713	      -13.010824	      -11.643710	       -1.601456	       -0.981128	     +580.881008	     +580.881008
               0	               8	      -19.398604	      -19.398604	       +9.477705	     +386.206782	      -22.470735	       -3.563713	       -7.863225	       -9.076976	       -1.601456	       -0.981128	     +356.273551	     +356.273551
               0	               9	      -19.398604	      -19.398604	       +9.477705	     +386.206782	      -22.470735	       -3.563713	       -7.863225	       -9.076976	       -1.601456	       -0.981128	     +356.273551	     +356.273551
               0	              10	      -18.214280	      -18.214280	      +12.284206	     +355.332756	      -22.259456	       -3.563713	       -7.770227	       -9.186926	       -1.601456	       -0.981128	     +328.400354	     +328.400354
               0	              11	      -18.214280	      -18.214280	      +12.284206	     +355.332756	      -22.259456	       -3.563713	       -7.770227	       -9.186926	       -1.601456	       -0.981128	     +328.400354	     +328.400354
               0	              12	      -10.873768	      -10.873768	      +18.868760	     +394.732162	      -18.150468	       -3.563713	       -7.127784	       -7.999235	       -1.601456	       -0.981128	     +380.323436	     +380.323436
               0	              13	      -10.873768	      -10.873768	      +18.868760	     +394.732162	      -18.150468	       -3.563713	       -7.127784	       -7.999235	       -1.601456	       -0.981128	     +380.323436	     +380.323436
               0	              14	       -7.815640	       -7.815640	      +37.835671	     +494.042904	      -19.081744	       -3.563713	       -8.180392	       -8.446373	       -1.601456	       -0.981128	     +496.170065	     +496.170065
               0	              15	       -7.815640	       -7.815640	      +37.835671	     +494.042904	      -19.081744	       -3.563713	       -8.180392	       -8.446373	       -1.601456	       -0.981128	     +496.170065	     +496.170065
               0	              16	       -7.759785	       -7.759785	      +36.901147	     +489.243673	      -18.929556	       -3.563713	       -8.112424	       -8.428503	       -1.601456	       -0.981128	     +490.674337	     +490.674337
               0	              17	       -7.759785	       -7.759785	      +36.901147	     +489.243673	      -18.929556	       -3.563713	       -8.112424	       -8.428503	       -1.601456	       -0.981128	     +490.674337	     +490.674337
               0	              18	       -7.145276	       -7.145276	      +20.749566	     +302.039963	      -16.532102	       -3.563713	       -6.616024	       -7.781938	       -1.601456	       -0.981128	     +291.859464	     +291.859464
               0	              19	       -7.145276	       -7.145276	      +20.749566	     +302.039963	      -16.532102	       -3.563713	       -6.616024	       -7.781938	       -1.601456	       -0.981128	     +291.859464	     +291.859464
               0	              20	       -6.779803	       -6.779803	      +40.204986	     +456.942560	      -18.677860	       -3.563713	       -8.321431	       -8.434736	       -1.601456	       -0.981128	     +461.713518	     +461.713518
               0	              21	       -6.779803	       -6.779803	      +40.204986	     +456.942560	      -18.677860	       -3.563713	       -8.321431	       -8.434736	       -1.601456	       -0.981128	     +461.713518	     +461.713518
               0	              22	       -6.699109	       -6.699109	      +39.931230	     +456.364268	      -18.582705	       -3.563713	       -8.297460	       -8.417987	       -1.601456	       -0.981128	     +460.997346	     +460.997346
               0	              23	       -6.699109	       -6.699109	      +39.931230	     +456.364268	      -18.582705	       -3.563713	       -8.297460	       -8.417987	       -1.601456	       -0.981128	     +460.997346	     +460.997346
               0	              24	       -5.386093	       -5.386093	      +41.857618	     +412.834995	      -17.280047	       -3.563713	       -7.853278	       -8.145886	       -1.601456	       -0.981128	     +421.413402	     +421.413402
               0	              25	       -5.386093	       -5.386093	      +41.857618	     +412.834995	      -17.280047	       -3.563713	       -7.853278	       -8.145886	       -1.601456	       -0.981128	     +421.413402	     +421.413402
               0	              26	       -2.581488	       -2.581488	      +43.570119	     +424.365206	      -11.057001	       +0.000000	       -5.135701	       -8.126348	       +0.000000	       -0.981128	     +443.616275	     +443.616275
               0	              27	       -2.581488	       -2.581488	      +43.570119	     +424.365206	      -11.057001	       +0.000000	       -5.135701	       -8.126348	       +0.000000	       -0.981128	     +443.616275	     +443.616275
               0	              28	       -2.505729	       -2.505729	      +43.295990	     +422.474326	      -10.993233	       +0.000000	       -5.106932	       -8.121508	       +0.000000	       -0.981128	     +441.548642	     +441.548642
               0	              29	       -2.505729	       -2.505729	      +43.295990	     +422.474326	      -10.993233	       +0.000000	       -5.106932	       -8.121508	       +0.000000	       -0.981128	     +441.548642	     +441.548642
               0	              30	       -2.332526	       -2.332526	      +42.421203	     +407.928581	      -11.105217	       +0.000000	       -4.975171	       -8.288563	       +0.000000	       -0.981128	     +425.980832	     +425.980832
               0	              31	       -2.332526	       -2.332526	      +42.421203	     +407.928581	      -11.105217	       +0.000000	       -4.975171	       -8.288563	       +0.000000	       -0.981128	     +425.980832	     +425.980832
               0	              32	       -2.326587	       -2.326587	      +42.289590	     +405.625151	      -11.117126	       +0.000000	       -4.969804	       -8.280708	       +0.000000	       -0.981128	     +423.547104	     +423.547104
               0	              33	       -2.326587	       -2.326587	      +42.289590	     +405.625151	      -11.117126	       +0.000000	       -4.969804	       -8.280708	       +0.000000	       -0.981128	     +423.547104	     +423.547104
               0	              34	       +1.113320	       +1.113320	      +24.044532	     +430.763813	       -6.081511	       +0.000000	       -3.203026	       -6.542793	       +0.000000	       -0.981128	     +438.981015	     +438.981015
               0	              35	       +1.113320	       +1.113320	      +24.044532	     +430.763813	       -6.081511	       +0.000000	       -3.203026	       -6.542793	       +0.000000	       -0.981128	     +438.981015	     +438.981015
               0	              36	       +3.714014	       +3.714014	      +27.477083	     +337.328772	       -5.749793	       +0.000000	       -3.126458	       -6.136251	       +0.000000	       -0.981128	     +349.793352	     +349.793352
               0	              37	       +3.714014	       +3.714014	      +27.477083	     +337.328772	       -5.749793	       +0.000000	       -3.126458	       -6.136251	       +0.000000	       -0.981128	     +349.793352	     +349.793352
               0	              38	       +3.951991	       +3.951991	      +21.757483	     +136.142085	       -3.985995	       +0.000000	       -2.214553	       -4.981446	       +0.000000	       -0.981128	     +146.717575	     +146.717575
               0	              39	       +3.951991	       +3.951991	      +21.757483	     +136.142085	       -3.985995	       +0.000000	       -2.214553	       -4.981446	       +0.000000	       -0.981128	     +146.717575	     +146.717575
               0	              40	       +4.776397	       +4.776397	      +14.550336	      +23.819866	       -2.537069	       +0.000000	       -1.406499	       -4.409379	       +0.000000	       -0.981128	      +30.017254	      +30.017254
               0	              41	       +4.776397	       +4.776397	      +14.550336	      +23.819866	       -2.537069	       +0.000000	       -1.406499	       -4.409379	       +0.000000	       -0.981128	      +30.017254	      +30.017254
               0	              42	       +5.486224	       +5.486224	      +34.714249	     +363.101469	       -5.828932	       +0.000000	       -3.241246	       -6.088503	       +0.000000	       -0.981128	     +382.657038	     +382.657038
               0	              43	       +5.486224	       +5.486224	      +34.714249	     +363.101469	       -5.828932	       +0.000000	       -3.241246	       -6.088503	       +0.000000	       -0.981128	     +382.657038	     +382.657038
               0	              44	       +5.562327	       +5.562327	      +34.721519	     +361.614532	       -5.823699	       +0.000000	       -3.233834	       -6.073311	       +0.000000	       -0.981128	     +381.205206	     +381.205206
               0	              45	       +5.562327	       +5.562327	      +34.721519	     +361.614532	       -5.823699	       +0.000000	       -3.233834	       -6.073311	       +0.000000	       -0.981128	     +381.205206	     +381.205206
               0	              46	       +7.461580	       +7.461580	      +39.388634	     +333.305641	       -5.649373	       +0.000000	       -3.269761	       -6.046126	       +0.000000	       -0.981128	     +357.729015	     +357.729015
               0	              47	       +7.461580	       +7.461580	      +39.388634	     +333.305641	       -5.649373	       +0.000000	       -3.269761	       -6.046126	       +0.000000	       -0.981128	     +357.729015	     +357.729015
               0	              48	       +7.478940	       +7.478940	      +39.423059	     +334.269122	       -5.655527	       +0.000000	       -3.271474	       -6.004214	       +0.000000	       -0.981128	     +358.760967	     +358.760967
               0	              49	       +7.478940	       +7.478940	      +39.423059	     +334.269122	       -5.655527	       +0.000000	       -3.271474	       -6.004214	       +0.000000	       -0.981128	     +358.760967	     +358.760967
               0	              50	       +7.640758	       +7.640758	      +39.779355	     +284.093219	       -5.733538	       +0.000000	       -3.345156	       -5.985712	       +0.000000	       -0.981128	     +308.808168	     +308.808168
               0	              51	       +7.640758	       +7.640758	      +39.779355	     +284.093219	       -5.733538	       +0.000000	       -3.345156	       -5.985712	       +0.000000	       -0.981128	     +308.808168	     +308.808168
               0	              52	      +10.750584	      +10.750584	      +46.967980	     +316.339468	       -5.323190	       +0.000000	       -3.292031	       -5.720203	       +0.000000	       -0.981128	     +348.972024	     +348.972024
               0	              53	      +10.750584	      +10.750584	      +46.967980	     +316.339468	       -5.323190	       +0.000000	       -3.292031	       -5.720203	       +0.000000	       -0.981128	     +348.972024	     +348.972024
               0	              54	      +10.765263	      +10.765263	      +46.999011	     +316.362801	       -5.322479	       +0.000000	       -3.292976	       -5.714677	       +0.000000	       -0.981128	     +349.031679	     +349.031679
               0	              55	      +10.765263	      +10.765263	      +46.999011	     +316.362801	       -5.322479	       +0.000000	       -3.292976	       -5.714677	       +0.000000	       -0.981128	     +349.031679	     +349.031679
               0	              56	      +10.847685	      +10.847685	      +27.096364	     +359.967424	       -3.361468	       +0.000000	       -2.149017	       -4.828790	       +0.000000	       -0.981128	     +376.724513	     +376.724513
               0	              57	      +10.847685	      +10.847685	      +27.096364	     +359.967424	       -3.361468	       +0.000000	       -2.149017	       -4.828790	       +0.000000	       -0.981128	     +376.724513	     +376.724513
               0	              58	      +11.103919	      +11.103919	      +52.071325	     +331.684138	       -5.891416	       +0.000000	       -3.644198	       -5.967896	       +0.000000	       -0.981128	     +368.251953	     +368.251953
               0	              59	      +11.103919	      +11.103919	      +52.071325	     +331.684138	       -5.891416	       +0.000000	       -3.644198	       -5.967896	       +0.000000	       -0.981128	     +368.251953	     +368.251953
               0	              60	      +11.110759	      +11.110759	      +52.215015	     +331.429404	       -5.910055	       +0.000000	       -3.652961	       -5.921102	       +0.000000	       -0.981128	     +368.160300	     +368.160300
               0	              61	      +11.110759	      +11.110759	      +52.215015	     +331.429404	       -5.910055	       +0.000000	       -3.652961	       -5.921102	       +0.000000	       -0.981128	     +368.160300	     +368.160300
               0	              62	      +11.238346	      +11.238346	      +20.779968	     +169.428970	       -2.426218	       +0.000000	       -1.597545	       -3.899729	       +0.000000	       -0.981128	     +182.285446	     +182.285446
               0	              63	      +11.238346	      +11.238346	      +20.779968	     +169.428970	       -2.426218	       +0.000000	       -1.597545	       -3.899729	       +0.000000	       -0.981128	     +182.285446	     +182.285446
               0	              64	      +14.009905	      +14.009905	      +23.572159	     +146.124966	       -2.063869	       +0.000000	       -1.451613	       -3.131090	       +0.000000	       -0.981128	     +163.050553	     +163.050553
               0	              65	      +14.009905	      +14.009905	      +23.572159	     +146.124966	       -2.063869	       +0.000000	       -1.451613	       -3.131090	       +0.000000	       -0.981128	     +163.050553	     +163.050553
               0	              66	      +14.263648	      +14.263648	      +24.020481	      +93.057882	       -1.950468	       +0.000000	       -1.369586	       -3.508223	       +0.000000	       -0.981128	     +110.250087	     +110.250087
               0	              67	      +14.263648	      +14.263648	      +24.020481	      +93.057882	       -1.950468	       +0.000000	       -1.369586	       -3.508223	       +0.000000	       -0.981128	     +110.250087	     +110.250087
               0	              68	      +14.654708	      +14.654708	      +31.957909	     +147.095344	       -2.874459	       +0.000000	       -1.916178	       -3.810325	       +0.000000	       -0.981128	     +170.452290	     +170.452290
               0	              69	      +14.654708	      +14.654708	      +31.957909	     +147.095344	       -2.874459	       +0.000000	       -1.916178	       -3.810325	       +0.000000	       -0.981128	     +170.452290	     +170.452290
               0	              70	      +16.051969	      +16.051969	      +21.426708	     +200.494778	       -1.651513	       +0.000000	       -1.148340	       -2.699742	       +0.000000	       -0.981128	     +216.421890	     +216.421890
               0	              71	      +16.051969	      +16.051969	      +21.426708	     +200.494778	       -1.651513	       +0.000000	       -1.148340	       -2.699742	       +0.000000	       -0.981128	     +216.421890	     +216.421890
               0	              72	      +18.076102	      +18.076102	      +40.962799	     +288.024500	       -3.237716	       +0.000000	       -2.370382	       -3.809583	       +0.000000	       -0.981128	     +319.569619	     +319.569619
               0	              73	      +18.076102	      +18.076102	      +40.962800	     +288.024500	       -3.237716	       +0.000000	       -2.370382	       -3.809583	       +0.000000	       -0.981128	     +319.569620	     +319.569620
               0	              74	      +18.251525	      +18.251525	      +40.374282	     +281.208127	       -3.175004	       +0.000000	       -2.317417	       -3.389250	       +0.000000	       -0.981128	     +312.700740	     +312.700740
               0	              75	      +18.251525	      +18.251525	      +40.374282	     +281.208127	       -3.175004	       +0.000000	       -2.317417	       -3.389250	       +0.000000	       -0.981128	     +312.700739	     +312.700739
               0	              76	      +20.596318	      +20.596318	      +35.278392	     +156.923756	       -2.263913	       +0.000000	       -1.638035	       -3.109026	       +0.000000	       -0.981128	     +185.191174	     +185.191174
               0	              77	      +20.596318	      +20.596318	      +35.278392	     +156.923756	       -2.263913	       +0.000000	       -1.638035	       -3.109026	       +0.000000	       -0.981128	     +185.191174	     +185.191174
               0	              78	      +20.815168	      +20.815168	      +36.342655	     +144.528064	       -1.999393	       +0.000000	       -1.485106	       -2.926869	       +0.000000	       -0.981128	     +174.459350	     +174.459350
               0	              79	      +20.815168	      +20.815168	      +36.342655	     +144.528064	       -1.999393	       +0.000000	       -1.485106	       -2.926869	       +0.000000	       -0.981128	     +174.459350	     +174.459350

k-point 1:
               1	               0	      -65.392799	      -65.392799	      +29.311577	     +592.343368	      -40.107535	       -3.563713	      -16.206607	      -13.021126	       -1.601456	       -0.981128	     +552.319678	     +552.319678
               1	               1	      -65.392799	      -65.392799	      +29.311577	     +592.343368	      -40.107535	       -3.563713	      -16.206607	      -13.021126	       -1.601456	       -0.981128	     +552.319678	     +552.319678
               1	               2	      -42.080407	      -42.080407	      +50.926996	     +585.133963	      -34.012041	       -3.563713	      -13.266043	      -11.729287	       -1.601456	       -0.981128	     +577.053587	     +577.053587
               1	               3	      -42.080407	      -42.080407	      +50.926996	     +585.133963	      -34.012041	       -3.563713	      -13.266043	      -11.729287	       -1.601456	       -0.981128	     +577.053588	     +577.053588
               1	               4	      -39.576634	      -39.576634	      +47.748863	     +581.609913	      -33.351813	       -3.563713	      -12.962153	      -11.568595	       -1.601456	       -0.981128	     +571.476216	     +571.476216
               1	               5	      -39.576634	      -39.576634	      +47.748863	     +581.609913	      -33.351813	       -3.563713	      -12.962153	      -11.568595	       -1.601456	       -0.981128	     +571.476216	     +571.476216
